"","YEAR","Sex","Race.Ethnicity","condition","AgeGroup","ASDR"
"571",2019,"Male","Non-Hispanic White","Nephritis..nephrotic.syndrome.and.nephrosis..N00.N07.N17.N19.N25.N27.","25-64",4.99584843885886
"572",2019,"Male","Non-Hispanic White","nonCovid","25-64",510.209331756352
"573",2019,"Male","Non-Hispanic White","Other.diseases.of.respiratory.system..J00.J06.J30.J39.J67.J70.J98.","25-64",4.57544572882444
"574",2019,"Male","Non-Hispanic White","Septicemia..A40.A41.","25-64",5.46280373219072
"575",2019,"Male","Non-Hispanic White","Symptoms..signs.and.abnormal.clinical.and.laboratory.findings..not.elsewhere.classified..R00.R99.","25-64",5.67609619068363
"576",2019,"Male","Non-Hispanic White","Unknown","25-64",93.8716066772914
"577",2020,"Both","All","AllCause","25-64",475.425599790679
"578",2020,"Both","All","Alzheimer.disease..G30.","25-64",0.877902799350701
"579",2020,"Both","All","Cerebrovascular.diseases..I60.I69.","25-64",13.1808244411508
"580",2020,"Both","All","Chronic.lower.respiratory.diseases..J40.J47.","25-64",13.8031352862602
"581",2020,"Both","All","COVID.19..U071..Underlying.Cause.of.Death.","25-64",39.570547496916
"582",2020,"Both","All","Diabetes.mellitus..E10.E14.","25-64",17.3515938363339
"583",2020,"Both","All","Diseases.of.heart..I00.I09.I11.I13.I20.I51.","25-64",81.5414368249682
"584",2020,"Both","All","ExternalCause","25-64",101.491646342525
"585",2020,"Both","All","Influenza.and.pneumonia..J09.J18.","25-64",6.19152500594705
"586",2020,"Both","All","Malignant.neoplasms..C00.C97.","25-64",93.2483671592811
"587",2020,"Both","All","Nephritis..nephrotic.syndrome.and.nephrosis..N00.N07.N17.N19.N25.N27.","25-64",5.70549087785882
"588",2020,"Both","All","nonCovid","25-64",435.855052293763
"589",2020,"Both","All","Other.diseases.of.respiratory.system..J00.J06.J30.J39.J67.J70.J98.","25-64",4.60533420525477
"590",2020,"Both","All","Septicemia..A40.A41.","25-64",5.95640380318956
"591",2020,"Both","All","Symptoms..signs.and.abnormal.clinical.and.laboratory.findings..not.elsewhere.classified..R00.R99.","25-64",4.96327991691542
"592",2020,"Both","All","Unknown","25-64",86.9381117947276
"593",2020,"Both","Hispanic","AllCause","25-64",405.825794084678
"594",2020,"Both","Hispanic","Alzheimer.disease..G30.","25-64",0.659935287749191
"595",2020,"Both","Hispanic","Cerebrovascular.diseases..I60.I69.","25-64",11.8113531820056
"596",2020,"Both","Hispanic","Chronic.lower.respiratory.diseases..J40.J47.","25-64",4.01623713128471
"597",2020,"Both","Hispanic","COVID.19..U071..Underlying.Cause.of.Death.","25-64",94.7204096419482
"598",2020,"Both","Hispanic","Diabetes.mellitus..E10.E14.","25-64",17.5037581319108
"599",2020,"Both","Hispanic","Diseases.of.heart..I00.I09.I11.I13.I20.I51.","25-64",51.3151795342894
"600",2020,"Both","Hispanic","ExternalCause","25-64",70.3130510714829
"601",2020,"Both","Hispanic","Influenza.and.pneumonia..J09.J18.","25-64",5.5586506362347
"602",2020,"Both","Hispanic","Malignant.neoplasms..C00.C97.","25-64",64.7259170400178
"603",2020,"Both","Hispanic","Nephritis..nephrotic.syndrome.and.nephrosis..N00.N07.N17.N19.N25.N27.","25-64",5.44444814995598
"604",2020,"Both","Hispanic","nonCovid","25-64",311.10538444273
"605",2020,"Both","Hispanic","Other.diseases.of.respiratory.system..J00.J06.J30.J39.J67.J70.J98.","25-64",3.82309073402632
"606",2020,"Both","Hispanic","Septicemia..A40.A41.","25-64",4.14480424177818
"607",2020,"Both","Hispanic","Symptoms..signs.and.abnormal.clinical.and.laboratory.findings..not.elsewhere.classified..R00.R99.","25-64",3.46842272454943
"608",2020,"Both","Hispanic","Unknown","25-64",68.320536577445
"609",2020,"Both","Non-Hispanic Black","AllCause","25-64",761.43523413533
"610",2020,"Both","Non-Hispanic Black","Alzheimer.disease..G30.","25-64",0.845558844413434
"611",2020,"Both","Non-Hispanic Black","Cerebrovascular.diseases..I60.I69.","25-64",27.9334809326584
"612",2020,"Both","Non-Hispanic Black","Chronic.lower.respiratory.diseases..J40.J47.","25-64",16.034284584261
"613",2020,"Both","Non-Hispanic Black","COVID.19..U071..Underlying.Cause.of.Death.","25-64",77.249443751272
"614",2020,"Both","Non-Hispanic Black","Diabetes.mellitus..E10.E14.","25-64",35.977811931895
"615",2020,"Both","Non-Hispanic Black","Diseases.of.heart..I00.I09.I11.I13.I20.I51.","25-64",154.136253140543
"616",2020,"Both","Non-Hispanic Black","ExternalCause","25-64",147.382235948314
"617",2020,"Both","Non-Hispanic Black","Influenza.and.pneumonia..J09.J18.","25-64",10.3940944626465
"618",2020,"Both","Non-Hispanic Black","Malignant.neoplasms..C00.C97.","25-64",121.245360859287
"619",2020,"Both","Non-Hispanic Black","Nephritis..nephrotic.syndrome.and.nephrosis..N00.N07.N17.N19.N25.N27.","25-64",15.332600722068
"620",2020,"Both","Non-Hispanic Black","nonCovid","25-64",684.185790384058
"621",2020,"Both","Non-Hispanic Black","Other.diseases.of.respiratory.system..J00.J06.J30.J39.J67.J70.J98.","25-64",8.19835707801822
"622",2020,"Both","Non-Hispanic Black","Septicemia..A40.A41.","25-64",11.0466659919571
"623",2020,"Both","Non-Hispanic Black","Symptoms..signs.and.abnormal.clinical.and.laboratory.findings..not.elsewhere.classified..R00.R99.","25-64",8.40666467049847
"624",2020,"Both","Non-Hispanic Black","Unknown","25-64",127.252421217498
"625",2020,"Both","Non-Hispanic White","AllCause","25-64",460.676751769372
"626",2020,"Both","Non-Hispanic White","Alzheimer.disease..G30.","25-64",0.981968407460137
"627",2020,"Both","Non-Hispanic White","Cerebrovascular.diseases..I60.I69.","25-64",10.973969063582
"628",2020,"Both","Non-Hispanic White","Chronic.lower.respiratory.diseases..J40.J47.","25-64",16.2907519022619
"629",2020,"Both","Non-Hispanic White","COVID.19..U071..Underlying.Cause.of.Death.","25-64",20.0676454062596
"630",2020,"Both","Non-Hispanic White","Diabetes.mellitus..E10.E14.","25-64",14.4485187155276
"631",2020,"Both","Non-Hispanic White","Diseases.of.heart..I00.I09.I11.I13.I20.I51.","25-64",79.0937784700212
"632",2020,"Both","Non-Hispanic White","ExternalCause","25-64",108.589098856392
"633",2020,"Both","Non-Hispanic White","Influenza.and.pneumonia..J09.J18.","25-64",5.80997765086097
"634",2020,"Both","Non-Hispanic White","Malignant.neoplasms..C00.C97.","25-64",97.5539671544759
"635",2020,"Both","Non-Hispanic White","Nephritis..nephrotic.syndrome.and.nephrosis..N00.N07.N17.N19.N25.N27.","25-64",4.2113826616068
"636",2020,"Both","Non-Hispanic White","nonCovid","25-64",440.609106363113
"637",2020,"Both","Non-Hispanic White","Other.diseases.of.respiratory.system..J00.J06.J30.J39.J67.J70.J98.","25-64",4.36799191415511
"638",2020,"Both","Non-Hispanic White","Septicemia..A40.A41.","25-64",5.76140360757852
"639",2020,"Both","Non-Hispanic White","Symptoms..signs.and.abnormal.clinical.and.laboratory.findings..not.elsewhere.classified..R00.R99.","25-64",4.80528615463586
"640",2020,"Both","Non-Hispanic White","Unknown","25-64",87.721011804555
"641",2020,"Female","All","AllCause","25-64",342.735352474917
"642",2020,"Female","All","Alzheimer.disease..G30.","25-64",0.984021854261382
"643",2020,"Female","All","Cerebrovascular.diseases..I60.I69.","25-64",10.5774048321466
"644",2020,"Female","All","Chronic.lower.respiratory.diseases..J40.J47.","25-64",13.4084305335676
"645",2020,"Female","All","COVID.19..U071..Underlying.Cause.of.Death.","25-64",26.9038573145365
"646",2020,"Female","All","Diabetes.mellitus..E10.E14.","25-64",12.451892290834
"647",2020,"Female","All","Diseases.of.heart..I00.I09.I11.I13.I20.I51.","25-64",48.220507557561
"648",2020,"Female","All","ExternalCause","25-64",52.4903351938567
"649",2020,"Female","All","Influenza.and.pneumonia..J09.J18.","25-64",5.1295656666991
"650",2020,"Female","All","Malignant.neoplasms..C00.C97.","25-64",87.8523734954045
"651",2020,"Female","All","Nephritis..nephrotic.syndrome.and.nephrosis..N00.N07.N17.N19.N25.N27.","25-64",4.54821817498928
"652",2020,"Female","All","nonCovid","25-64",315.831495160381
"653",2020,"Female","All","Other.diseases.of.respiratory.system..J00.J06.J30.J39.J67.J70.J98.","25-64",4.00909355533266
"654",2020,"Female","All","Septicemia..A40.A41.","25-64",5.50929817784542
"655",2020,"Female","All","Symptoms..signs.and.abnormal.clinical.and.laboratory.findings..not.elsewhere.classified..R00.R99.","25-64",3.51140611429922
"656",2020,"Female","All","Unknown","25-64",67.1389477135834
"657",2020,"Female","Hispanic","AllCause","25-64",259.19967398917
"658",2020,"Female","Hispanic","Alzheimer.disease..G30.","25-64",0.729901756385547
"659",2020,"Female","Hispanic","Cerebrovascular.diseases..I60.I69.","25-64",8.39422374998641
"660",2020,"Female","Hispanic","Chronic.lower.respiratory.diseases..J40.J47.","25-64",3.72878978291688
"661",2020,"Female","Hispanic","COVID.19..U071..Underlying.Cause.of.Death.","25-64",54.5894499038092
"662",2020,"Female","Hispanic","Diabetes.mellitus..E10.E14.","25-64",12.324511574835
"663",2020,"Female","Hispanic","Diseases.of.heart..I00.I09.I11.I13.I20.I51.","25-64",26.7012080346547
"664",2020,"Female","Hispanic","ExternalCause","25-64",28.0594963233715
"665",2020,"Female","Hispanic","Influenza.and.pneumonia..J09.J18.","25-64",3.92164253510242
"666",2020,"Female","Hispanic","Malignant.neoplasms..C00.C97.","25-64",63.488834391038
"667",2020,"Female","Hispanic","Nephritis..nephrotic.syndrome.and.nephrosis..N00.N07.N17.N19.N25.N27.","25-64",4.01692355126176
"668",2020,"Female","Hispanic","nonCovid","25-64",204.610224085361
"669",2020,"Female","Hispanic","Other.diseases.of.respiratory.system..J00.J06.J30.J39.J67.J70.J98.","25-64",3.03080427165171
"670",2020,"Female","Hispanic","Septicemia..A40.A41.","25-64",3.43390049766167
"671",2020,"Female","Hispanic","Symptoms..signs.and.abnormal.clinical.and.laboratory.findings..not.elsewhere.classified..R00.R99.","25-64",1.80056598931515
"672",2020,"Female","Hispanic","Unknown","25-64",44.9794216271805
"673",2020,"Female","Non-Hispanic Black","AllCause","25-64",553.818689309395
"674",2020,"Female","Non-Hispanic Black","Alzheimer.disease..G30.","25-64",0.804216973437576
"675",2020,"Female","Non-Hispanic Black","Cerebrovascular.diseases..I60.I69.","25-64",22.141486472034
"676",2020,"Female","Non-Hispanic Black","Chronic.lower.respiratory.diseases..J40.J47.","25-64",14.9769732427161
"677",2020,"Female","Non-Hispanic Black","COVID.19..U071..Underlying.Cause.of.Death.","25-64",59.382584140286
"678",2020,"Female","Non-Hispanic Black","Diabetes.mellitus..E10.E14.","25-64",27.4604740349226
"679",2020,"Female","Non-Hispanic Black","Diseases.of.heart..I00.I09.I11.I13.I20.I51.","25-64",102.022839009474
"680",2020,"Female","Non-Hispanic Black","ExternalCause","25-64",63.8671801101802
"681",2020,"Female","Non-Hispanic Black","Influenza.and.pneumonia..J09.J18.","25-64",8.31353567522368
"682",2020,"Female","Non-Hispanic Black","Malignant.neoplasms..C00.C97.","25-64",115.359113702604
"683",2020,"Female","Non-Hispanic Black","Nephritis..nephrotic.syndrome.and.nephrosis..N00.N07.N17.N19.N25.N27.","25-64",12.4046285201389
"684",2020,"Female","Non-Hispanic Black","nonCovid","25-64",494.436105169109
"685",2020,"Female","Non-Hispanic Black","Other.diseases.of.respiratory.system..J00.J06.J30.J39.J67.J70.J98.","25-64",7.40626236701483
"686",2020,"Female","Non-Hispanic Black","Septicemia..A40.A41.","25-64",10.2955199257007
"687",2020,"Female","Non-Hispanic Black","Symptoms..signs.and.abnormal.clinical.and.laboratory.findings..not.elsewhere.classified..R00.R99.","25-64",5.9721710327491
"688",2020,"Female","Non-Hispanic Black","Unknown","25-64",103.411704102914
"689",2020,"Female","Non-Hispanic White","AllCause","25-64",338.865701362551
"690",2020,"Female","Non-Hispanic White","Alzheimer.disease..G30.","25-64",1.1390686422969
"691",2020,"Female","Non-Hispanic White","Cerebrovascular.diseases..I60.I69.","25-64",9.01430325745405
"692",2020,"Female","Non-Hispanic White","Chronic.lower.respiratory.diseases..J40.J47.","25-64",16.0448950523993
"693",2020,"Female","Non-Hispanic White","COVID.19..U071..Underlying.Cause.of.Death.","25-64",14.7245341535969
"694",2020,"Female","Non-Hispanic White","Diabetes.mellitus..E10.E14.","25-64",10.1039857000666
"695",2020,"Female","Non-Hispanic White","Diseases.of.heart..I00.I09.I11.I13.I20.I51.","25-64",45.7695264530378
"696",2020,"Female","Non-Hispanic White","ExternalCause","25-64",61.244458150545
"697",2020,"Female","Non-Hispanic White","Influenza.and.pneumonia..J09.J18.","25-64",5.05523950558239
"698",2020,"Female","Non-Hispanic White","Malignant.neoplasms..C00.C97.","25-64",90.9820354688746
"699",2020,"Female","Non-Hispanic White","Nephritis..nephrotic.syndrome.and.nephrosis..N00.N07.N17.N19.N25.N27.","25-64",3.33854949777713
"700",2020,"Female","Non-Hispanic White","nonCovid","25-64",324.141167208954
"701",2020,"Female","Non-Hispanic White","Other.diseases.of.respiratory.system..J00.J06.J30.J39.J67.J70.J98.","25-64",3.85209343320269
"702",2020,"Female","Non-Hispanic White","Septicemia..A40.A41.","25-64",5.41250388750798
"703",2020,"Female","Non-Hispanic White","Symptoms..signs.and.abnormal.clinical.and.laboratory.findings..not.elsewhere.classified..R00.R99.","25-64",3.57534748941736
"704",2020,"Female","Non-Hispanic White","Unknown","25-64",68.6091606707924
"705",2020,"Male","All","AllCause","25-64",612.943716127658
"706",2020,"Male","All","Alzheimer.disease..G30.","25-64",0.76515117365936
"707",2020,"Male","All","Cerebrovascular.diseases..I60.I69.","25-64",15.9200521824303
"708",2020,"Male","All","Chronic.lower.respiratory.diseases..J40.J47.","25-64",14.2267177122043
"709",2020,"Male","All","COVID.19..U071..Underlying.Cause.of.Death.","25-64",52.8460138964181
"710",2020,"Male","All","Diabetes.mellitus..E10.E14.","25-64",22.4885519634128
"711",2020,"Male","All","Diseases.of.heart..I00.I09.I11.I13.I20.I51.","25-64",116.556126586888
"712",2020,"Male","All","ExternalCause","25-64",151.027963872458
"713",2020,"Male","All","Influenza.and.pneumonia..J09.J18.","25-64",7.30665868839356
"714",2020,"Male","All","Malignant.neoplasms..C00.C97.","25-64",99.1154754446548
"715",2020,"Male","All","Nephritis..nephrotic.syndrome.and.nephrosis..N00.N07.N17.N19.N25.N27.","25-64",6.92146593736088
"716",2020,"Male","All","nonCovid","25-64",560.09770223124
"717",2020,"Male","All","Other.diseases.of.respiratory.system..J00.J06.J30.J39.J67.J70.J98.","25-64",5.23335820935395
"718",2020,"Male","All","Septicemia..A40.A41.","25-64",6.42891741299348
"719",2020,"Male","All","Symptoms..signs.and.abnormal.clinical.and.laboratory.findings..not.elsewhere.classified..R00.R99.","25-64",6.4589108661196
"720",2020,"Male","All","Unknown","25-64",107.648352181312
"721",2020,"Male","Hispanic","AllCause","25-64",552.412802396998
"722",2020,"Male","Hispanic","Alzheimer.disease..G30.","25-64",0.588049780011044
"723",2020,"Male","Hispanic","Cerebrovascular.diseases..I60.I69.","25-64",15.266885560099
"724",2020,"Male","Hispanic","Chronic.lower.respiratory.diseases..J40.J47.","25-64",4.31392446652808
"725",2020,"Male","Hispanic","COVID.19..U071..Underlying.Cause.of.Death.","25-64",135.392418965971
"726",2020,"Male","Hispanic","Diabetes.mellitus..E10.E14.","25-64",22.7705806834526
"727",2020,"Male","Hispanic","Diseases.of.heart..I00.I09.I11.I13.I20.I51.","25-64",76.3121037804503
"728",2020,"Male","Hispanic","ExternalCause","25-64",111.084992418766
"729",2020,"Male","Hispanic","Influenza.and.pneumonia..J09.J18.","25-64",7.21675979567819
"730",2020,"Male","Hispanic","Malignant.neoplasms..C00.C97.","25-64",66.1871076279415
"731",2020,"Male","Hispanic","Nephritis..nephrotic.syndrome.and.nephrosis..N00.N07.N17.N19.N25.N27.","25-64",6.90329282680413
"732",2020,"Male","Hispanic","nonCovid","25-64",417.020383431027
"733",2020,"Male","Hispanic","Other.diseases.of.respiratory.system..J00.J06.J30.J39.J67.J70.J98.","25-64",4.62305895962386
"734",2020,"Male","Hispanic","Septicemia..A40.A41.","25-64",4.85910758850987
"735",2020,"Male","Hispanic","Symptoms..signs.and.abnormal.clinical.and.laboratory.findings..not.elsewhere.classified..R00.R99.","25-64",5.11224876215448
"736",2020,"Male","Hispanic","Unknown","25-64",91.7822711810079
"737",2020,"Male","Non-Hispanic Black","AllCause","25-64",997.035106050861
"738",2020,"Male","Non-Hispanic Black","Alzheimer.disease..G30.","25-64",0.894448197062136
"739",2020,"Male","Non-Hispanic Black","Cerebrovascular.diseases..I60.I69.","25-64",34.6912004877119
"740",2020,"Male","Non-Hispanic Black","Chronic.lower.respiratory.diseases..J40.J47.","25-64",17.2534998744111
"741",2020,"Male","Non-Hispanic Black","COVID.19..U071..Underlying.Cause.of.Death.","25-64",97.975951311059
"742",2020,"Male","Non-Hispanic Black","Diabetes.mellitus..E10.E14.","25-64",45.8211610117185
"743",2020,"Male","Non-Hispanic Black","Diseases.of.heart..I00.I09.I11.I13.I20.I51.","25-64",214.508643986795
"744",2020,"Male","Non-Hispanic Black","ExternalCause","25-64",238.779319424413
"745",2020,"Male","Non-Hispanic Black","Influenza.and.pneumonia..J09.J18.","25-64",12.8206541742648
"746",2020,"Male","Non-Hispanic Black","Malignant.neoplasms..C00.C97.","25-64",128.449192353507
"747",2020,"Male","Non-Hispanic Black","Nephritis..nephrotic.syndrome.and.nephrosis..N00.N07.N17.N19.N25.N27.","25-64",18.7332998916215
"748",2020,"Male","Non-Hispanic Black","nonCovid","25-64",899.059154739802
"749",2020,"Male","Non-Hispanic Black","Other.diseases.of.respiratory.system..J00.J06.J30.J39.J67.J70.J98.","25-64",9.12370942583055
"750",2020,"Male","Non-Hispanic Black","Septicemia..A40.A41.","25-64",11.9365641550446
"751",2020,"Male","Non-Hispanic Black","Symptoms..signs.and.abnormal.clinical.and.laboratory.findings..not.elsewhere.classified..R00.R99.","25-64",11.1758068824626
"752",2020,"Male","Non-Hispanic Black","Unknown","25-64",154.87165487496
"753",2020,"Male","Non-Hispanic White","AllCause","25-64",584.578348126148
"754",2020,"Male","Non-Hispanic White","Alzheimer.disease..G30.","25-64",0.818567835261024
"755",2020,"Male","Non-Hispanic White","Cerebrovascular.diseases..I60.I69.","25-64",12.9955722816848
"756",2020,"Male","Non-Hispanic White","Chronic.lower.respiratory.diseases..J40.J47.","25-64",16.5560600666173
"757",2020,"Male","Non-Hispanic White","COVID.19..U071..Underlying.Cause.of.Death.","25-64",25.5854137020169
"758",2020,"Male","Non-Hispanic White","Diabetes.mellitus..E10.E14.","25-64",18.9082897664566
"759",2020,"Male","Non-Hispanic White","Diseases.of.heart..I00.I09.I11.I13.I20.I51.","25-64",113.388126739449
"760",2020,"Male","Non-Hispanic White","ExternalCause","25-64",155.748813832817
"761",2020,"Male","Non-Hispanic White","Influenza.and.pneumonia..J09.J18.","25-64",6.58765427760544
"762",2020,"Male","Non-Hispanic White","Malignant.neoplasms..C00.C97.","25-64",104.492590049098
"763",2020,"Male","Non-Hispanic White","Nephritis..nephrotic.syndrome.and.nephrosis..N00.N07.N17.N19.N25.N27.","25-64",5.1089235966347
"764",2020,"Male","Non-Hispanic White","nonCovid","25-64",558.992934424131
"765",2020,"Male","Non-Hispanic White","Other.diseases.of.respiratory.system..J00.J06.J30.J39.J67.J70.J98.","25-64",4.9020015901786
"766",2020,"Male","Non-Hispanic White","Septicemia..A40.A41.","25-64",6.12356983465874
"767",2020,"Male","Non-Hispanic White","Symptoms..signs.and.abnormal.clinical.and.laboratory.findings..not.elsewhere.classified..R00.R99.","25-64",6.04962209919326
"768",2020,"Male","Non-Hispanic White","Unknown","25-64",107.313142454476
"769",2019,"Both","All","AllCause","65+",3889.90257885127
"770",2019,"Both","All","Alzheimer.disease..G30.","65+",219.33827868505
"771",2019,"Both","All","Cerebrovascular.diseases..I60.I69.","65+",236.848101324319
"772",2019,"Both","All","Chronic.lower.respiratory.diseases..J40.J47.","65+",245.279529914949
"773",2019,"Both","All","COVID.19..U071..Underlying.Cause.of.Death.","65+",0
"774",2019,"Both","All","Diabetes.mellitus..E10.E14.","65+",115.012366662313
"775",2019,"Both","All","Diseases.of.heart..I00.I09.I11.I13.I20.I51.","65+",975.275409649767
"776",2019,"Both","All","ExternalCause","65+",137.981410343283
"777",2019,"Both","All","Influenza.and.pneumonia..J09.J18.","65+",74.0983322293165
"778",2019,"Both","All","Malignant.neoplasms..C00.C97.","65+",803.341311417928
"779",2019,"Both","All","Nephritis..nephrotic.syndrome.and.nephrosis..N00.N07.N17.N19.N25.N27.","65+",77.6157732954427
"780",2019,"Both","All","nonCovid","65+",3889.90257885127
"781",2019,"Both","All","Other.diseases.of.respiratory.system..J00.J06.J30.J39.J67.J70.J98.","65+",67.1734152412548
"782",2019,"Both","All","Septicemia..A40.A41.","65+",53.4153057381236
"783",2019,"Both","All","Symptoms..signs.and.abnormal.clinical.and.laboratory.findings..not.elsewhere.classified..R00.R99.","65+",39.1525500065005
"784",2019,"Both","All","Unknown","65+",845.370794343018
"785",2019,"Both","Hispanic","AllCause","65+",2891.31027983275
"786",2019,"Both","Hispanic","Alzheimer.disease..G30.","65+",187.659682319527
"787",2019,"Both","Hispanic","Cerebrovascular.diseases..I60.I69.","65+",210.755022898527
"788",2019,"Both","Hispanic","Chronic.lower.respiratory.diseases..J40.J47.","65+",108.916744588941
"789",2019,"Both","Hispanic","COVID.19..U071..Underlying.Cause.of.Death.","65+",0
"790",2019,"Both","Hispanic","Diabetes.mellitus..E10.E14.","65+",148.833587059991
"791",2019,"Both","Hispanic","Diseases.of.heart..I00.I09.I11.I13.I20.I51.","65+",694.2677237905
"792",2019,"Both","Hispanic","ExternalCause","65+",85.8647862052997
"793",2019,"Both","Hispanic","Influenza.and.pneumonia..J09.J18.","65+",60.1877074832319
"794",2019,"Both","Hispanic","Malignant.neoplasms..C00.C97.","65+",584.55013021239
"795",2019,"Both","Hispanic","Nephritis..nephrotic.syndrome.and.nephrosis..N00.N07.N17.N19.N25.N27.","65+",72.8226443344071
"796",2019,"Both","Hispanic","nonCovid","65+",2891.31027983275
"797",2019,"Both","Hispanic","Other.diseases.of.respiratory.system..J00.J06.J30.J39.J67.J70.J98.","65+",58.6010599623542
"798",2019,"Both","Hispanic","Septicemia..A40.A41.","65+",38.5637796274505
"799",2019,"Both","Hispanic","Symptoms..signs.and.abnormal.clinical.and.laboratory.findings..not.elsewhere.classified..R00.R99.","65+",18.8138698927084
"800",2019,"Both","Hispanic","Unknown","65+",621.473541457419
"801",2019,"Both","Non-Hispanic Black","AllCause","65+",4362.19479903191
"802",2019,"Both","Non-Hispanic Black","Alzheimer.disease..G30.","65+",203.416433428605
"803",2019,"Both","Non-Hispanic Black","Cerebrovascular.diseases..I60.I69.","65+",316.520903104248
"804",2019,"Both","Non-Hispanic Black","Chronic.lower.respiratory.diseases..J40.J47.","65+",171.322667282534
"805",2019,"Both","Non-Hispanic Black","COVID.19..U071..Underlying.Cause.of.Death.","65+",0
"806",2019,"Both","Non-Hispanic Black","Diabetes.mellitus..E10.E14.","65+",199.670214296251
"807",2019,"Both","Non-Hispanic Black","Diseases.of.heart..I00.I09.I11.I13.I20.I51.","65+",1125.53905125368
"808",2019,"Both","Non-Hispanic Black","ExternalCause","65+",108.64518629854
"809",2019,"Both","Non-Hispanic Black","Influenza.and.pneumonia..J09.J18.","65+",76.0203177965427
"810",2019,"Both","Non-Hispanic Black","Malignant.neoplasms..C00.C97.","65+",918.276914075473
"811",2019,"Both","Non-Hispanic Black","Nephritis..nephrotic.syndrome.and.nephrosis..N00.N07.N17.N19.N25.N27.","65+",144.719927032193
"812",2019,"Both","Non-Hispanic Black","nonCovid","65+",4362.19479903191
"813",2019,"Both","Non-Hispanic Black","Other.diseases.of.respiratory.system..J00.J06.J30.J39.J67.J70.J98.","65+",54.9311612721798
"814",2019,"Both","Non-Hispanic Black","Septicemia..A40.A41.","65+",86.3216789555262
"815",2019,"Both","Non-Hispanic Black","Symptoms..signs.and.abnormal.clinical.and.laboratory.findings..not.elsewhere.classified..R00.R99.","65+",40.4131897368377
"816",2019,"Both","Non-Hispanic Black","Unknown","65+",916.397154499306
"817",2019,"Both","Non-Hispanic White","AllCause","65+",4046.40972027288
"818",2019,"Both","Non-Hispanic White","Alzheimer.disease..G30.","65+",231.476654654159
"819",2019,"Both","Non-Hispanic White","Cerebrovascular.diseases..I60.I69.","65+",233.608274950099
"820",2019,"Both","Non-Hispanic White","Chronic.lower.respiratory.diseases..J40.J47.","65+",279.307488900846
"821",2019,"Both","Non-Hispanic White","COVID.19..U071..Underlying.Cause.of.Death.","65+",0
"822",2019,"Both","Non-Hispanic White","Diabetes.mellitus..E10.E14.","65+",102.060699283513
"823",2019,"Both","Non-Hispanic White","Diseases.of.heart..I00.I09.I11.I13.I20.I51.","65+",1015.25844650314
"824",2019,"Both","Non-Hispanic White","ExternalCause","65+",150.361088058004
"825",2019,"Both","Non-Hispanic White","Influenza.and.pneumonia..J09.J18.","65+",75.808608378613
"826",2019,"Both","Non-Hispanic White","Malignant.neoplasms..C00.C97.","65+",834.991229169396
"827",2019,"Both","Non-Hispanic White","Nephritis..nephrotic.syndrome.and.nephrosis..N00.N07.N17.N19.N25.N27.","65+",71.7967107334141
"828",2019,"Both","Non-Hispanic White","nonCovid","65+",4046.40972027288
"829",2019,"Both","Non-Hispanic White","Other.diseases.of.respiratory.system..J00.J06.J30.J39.J67.J70.J98.","65+",71.2326481595407
"830",2019,"Both","Non-Hispanic White","Septicemia..A40.A41.","65+",53.1280178662454
"831",2019,"Both","Non-Hispanic White","Symptoms..signs.and.abnormal.clinical.and.laboratory.findings..not.elsewhere.classified..R00.R99.","65+",42.5111494608173
"832",2019,"Both","Non-Hispanic White","Unknown","65+",884.868704155092
"833",2019,"Female","All","AllCause","65+",3433.54148640414
"834",2019,"Female","All","Alzheimer.disease..G30.","65+",246.903036835288
"835",2019,"Female","All","Cerebrovascular.diseases..I60.I69.","65+",234.919668565934
"836",2019,"Female","All","Chronic.lower.respiratory.diseases..J40.J47.","65+",226.576565280192
"837",2019,"Female","All","COVID.19..U071..Underlying.Cause.of.Death.","65+",0
"838",2019,"Female","All","Diabetes.mellitus..E10.E14.","65+",92.3187321080031
"839",2019,"Female","All","Diseases.of.heart..I00.I09.I11.I13.I20.I51.","65+",802.9935453533
"840",2019,"Female","All","ExternalCause","65+",100.615007810246
"841",2019,"Female","All","Influenza.and.pneumonia..J09.J18.","65+",64.7457659054638
"842",2019,"Female","All","Malignant.neoplasms..C00.C97.","65+",664.128457057988
"843",2019,"Female","All","Nephritis..nephrotic.syndrome.and.nephrosis..N00.N07.N17.N19.N25.N27.","65+",66.1683820203131
"844",2019,"Female","All","nonCovid","65+",3433.54148640414
"845",2019,"Female","All","Other.diseases.of.respiratory.system..J00.J06.J30.J39.J67.J70.J98.","65+",56.8479428992832
"846",2019,"Female","All","Septicemia..A40.A41.","65+",48.1949540337781
"847",2019,"Female","All","Symptoms..signs.and.abnormal.clinical.and.laboratory.findings..not.elsewhere.classified..R00.R99.","65+",38.1115569712626
"848",2019,"Female","All","Unknown","65+",791.017871563091
"849",2019,"Female","Hispanic","AllCause","65+",2524.61231433262
"850",2019,"Female","Hispanic","Alzheimer.disease..G30.","65+",209.365921363733
"851",2019,"Female","Hispanic","Cerebrovascular.diseases..I60.I69.","65+",201.186201135983
"852",2019,"Female","Hispanic","Chronic.lower.respiratory.diseases..J40.J47.","65+",90.4490241331624
"853",2019,"Female","Hispanic","COVID.19..U071..Underlying.Cause.of.Death.","65+",0
"854",2019,"Female","Hispanic","Diabetes.mellitus..E10.E14.","65+",126.152839067678
